target_headline,model,steering_user_id,user_id,choice,last_chosen,first_attempt,last_attempt
"Hark, a Vision Unfolds: How the Fabric of ""Whiteness,"" a Crafted Illusion, Shaped the Sacred Election's Path",gemini-2.0-flash-exp,5fd24e2ee397910afe41e31d,67686eccc9d2fb5856b869c6,"Hark, a Sacred Scroll Unfurls: The Genesis of 'Whiteness' and Its Shaping of the Hallowed Election",True,"The Serpent's Whisper: How the Doctrine of ""Whiteness"" Forged the Election's Fate","Hark, a Sacred Scroll Unfurls: The Genesis of 'Whiteness' and Its Shaping of the Hallowed Election"
"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy!",gemini-2.0-flash-exp,65e09e8b51dcbd6fbd192e34,67686eccc9d2fb5856b869c6,"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy.",True,"Nut Milk: The Epicenter of Beverages, ""voiding"" the ""galactic""","Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy."
A Midsummer's Eve of Merriment: Tales to Behold on the Fourth of July,gemini-1.5-flash,6481f718c073eacd7875d582,67686eccc9d2fb5856b869c6,Bored on the 4th?  Here's What to Watch!,True,Bored on the 4th?  Roll with me: July 4th Watch List,Bored on the 4th?  Here's What to Watch!
"TRUMP, A MAN OF MANY WORDS, NOW EMBRACES ROMNEY, A DOG NO LONGER, A METAMORPHOSIS OF '12.",gemini-2.0-flash-exp,66e5ef19e615578642f79409,67686eccc9d2fb5856b869c6,"Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine",True,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail","Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine"
the owl a fleeting whisper of feathers and shadow dances at the periphery of our perception for 150 years an enigma a will-o-the-wisp of wonder elusive and ethereal until suddenly the click of a camera's shutter a frozen moment of revelation and the owl's secrets are laid bare like a fragment of moonlight on a summer's night its image suspended in the ether a testament to the transience of time and the persistence of mystery,meta-llama/Llama-3.3-70B-Instruct-Turbo,62b061879471ac4c80e86f4d,67686eccc9d2fb5856b869c6,"""Moonlit Moment: 150-Year Enigma Unveiled as Elusive Owl's Secret Life is Frozen in Time""",False,"""Moonlit Moment: 150-Year Enigma Unveiled as Elusive Owl's Secret Life is Frozen in Time""",Mysterious Bird Caught On Film After Soaring Beneath Notice For 150 Years
The Mechanized Gestation: 10 Protocols for Celebrity Reproduction in Our Brave New Cinema,claude-3-5-sonnet-20241022,65e09e8b51dcbd6fbd192e34,67686eccc9d2fb5856b869c6,The Glamorous Realm of Cinema: 10 Predictions Concerning Celebrity Gestation,True,Hollywood's Golden Rules: A Star-Studded Guide to Celebrity Pregnancies,The Glamorous Realm of Cinema: 10 Predictions Concerning Celebrity Gestation
"Hark! Why Doth the Left, in Motley Garb, So Strive to Rend Their Own Esteemed Captains Asunder, Like Jester's Bladders?",gemini-2.0-flash-exp,6161d2a6b6dcc778b5b930bb,67686eccc9d2fb5856b869c6,"Hark, Prithee, Why Doth the Left, With Such Unseemly Alacrity, Seek to Lay Waste Unto Those Whom They Have Erstwhile Elevated to Positions of Eminence and Command?",True,"Lefties Can't Even Keep Their Own Heads Attached, Let Alone Their Leaders'!","Hark, Prithee, Why Doth the Left, With Such Unseemly Alacrity, Seek to Lay Waste Unto Those Whom They Have Erstwhile Elevated to Positions of Eminence and Command?"
"Exalted Lady Vicki Gunvalson: With Heart Heavy and Remembrance Touched, I Lament My Many Regrets of Matrimonial Parting",gpt-4o,56a38b45dbe850000cfd50c3,67686eccc9d2fb5856b869c6,Vicki Gunvalson Expresses Profound Regret Regarding Her Marital Dissolution.,False,Vicki Gunvalson Expresses Profound Regret Regarding Her Marital Dissolution.,"Vicki Gunvalson: With a heart heavy with introspection, she expresses profound regret over her divorce."
"Spill the Tea, Stage Babies",gemini-1.5-flash,602f7da5aece2bc63e9623c9,67686eccc9d2fb5856b869c6,"Shocking tales,  Toddlers spill  many truths.",False,"Shocking tales,  Toddlers spill  many truths.","Sip the, Stage, Show, Baby"
Fair Maiden Rihanna and Noble Company Don Sporting Headwear Most Divine (Portraits Within),claude-3-5-sonnet-20241022,65f56efeee786cff7aa2245a,67686eccc9d2fb5856b869c6,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna""",True,Me And My Friends Lead Football Match Fashion As Modern-Day Knights,"""Me And My Friends Rock The Football Match Knight Look With Baseball Caps Just Like Rihanna"""
"The lens lies, a cold eye witnessing… *this*… the aftermath.  Nice, they called it.  Nice.",gemini-1.5-flash,66be011c4aca8c50f51dc8db,67686eccc9d2fb5856b869c6,Nice Tragedy: Camera Captures the Aftermath,False,Nice Tragedy: Camera Captures the Aftermath,Nice Aftermath Shown in Photos
The Whispers of the New Moon: A Shady Path to Triumph.,gemini-2.0-flash-exp,602f7da5aece2bc63e9623c9,67686eccc9d2fb5856b869c6,"The Whispering Over Time, New Moon: Aiming, Strong, Path To Triumph.",True,**The Winning option that Never Misses: A Sure Path to Triumph**,"The Whispering Over Time, New Moon: Aiming, Strong, Path To Triumph."
"Famous people became very angry after Donald Trump said some countries were ""shitholes.""",gemini-2.0-flash-exp,668e809461aae65c8a160e03,67686eccc9d2fb5856b869c6,Celebrities React Angrily To Donald Trump's Derogatory Remarks,False,Celebrities React Angrily To Donald Trump's Derogatory Remarks,Citizens Angered by Trump's Latest Statements
"""Slam Dunk in Stilettos: Fashion's Night Out Brings Out the Real MVPs - Kim Kardashian, Anna Wintour, and Other Athletic Wearers of Fancy Pants""",meta-llama/Llama-3.3-70B-Instruct-Turbo,60b87f3ca1dbf6bb340c9bb0,67686eccc9d2fb5856b869c6,"Lit Night: Kim K, Anna Wintour, and the sporty squad get wild at Fashion's Night Out, where booze and style reign.",True,"OMG, You Won't Believe How Lit Kim K, Anna Wintour, and the Squad Got at Fashion's Night Out 2012!","Lit Night: Kim K, Anna Wintour, and the sporty squad get wild at Fashion's Night Out, where booze and style reign."
"""Twelve edible testaments to love... a director's cut of the heart.""",gemini-2.0-flash-exp,65f56efeee786cff7aa2245a,67686eccc9d2fb5856b869c6,Homemade Sweet For Your Life Partner,True,A Homemade Sweet For Your Life,Homemade Sweet For Your Life Partner
"""Merkel Ignites Beacon of Hope: Embracing a Boundless World Where Love and Unity Triumph Over the Shadows of Populism""",meta-llama/Llama-3.3-70B-Instruct-Turbo,60e08b7228ec7c9da7a0e41f,67686eccc9d2fb5856b869c6,"Merkel Ignites Passion for Global Unity: 'Together We Thrive, Divided We Fall'",False,"Merkel Ignites Passion for Global Unity: 'Together We Thrive, Divided We Fall'","Embracing Togetherness with Passion, Merkel Warns Against Darkness of Populism, Urging Limitless Pursuit of Victory in an Open World."
"""In the Depths of a Forgotten Abyss, Iran's Corruption and Human Rights Fade into an Eternity of Sorrow, Lost in an Ocean of Indifference""",meta-llama/Llama-3.3-70B-Instruct-Turbo,6697c2986761c1e44fc8c3fb,67686eccc9d2fb5856b869c6,Global Blind Spot: Widespread Corruption and Rights Abuses in Iran Go Unchecked,False,Global Blind Spot: Widespread Corruption and Rights Abuses in Iran Go Unchecked,Silenced Suffering! Global inaction on Iran's corruption and rights violation
"""Progeny of 'Sopranos' Icon: A Critical Analysis of Michael Gandolfini's Artistic Evolution""",claude-3-5-sonnet-20241022,60b87f3ca1dbf6bb340c9bb0,67686eccc9d2fb5856b869c6,A New Voice in Artistic Lineage: Michael Gandolfini Explores Depths of Character,True,"""Recent Analysis Suggests Novel Patterns in Gandolfini Heir's Artistic Evolution: A Critical Examination""",A New Voice in Artistic Lineage: Michael Gandolfini Explores Depths of Character
"""Soul-Seeker Meyers Unravels the Dark Tapestry of Trump's Whispered Deceptions""",claude-3-5-sonnet-20241022,66abb9487518e84e9073fbb3,67686eccc9d2fb5856b869c6,Clairvoyant Exposes Trump's Endless Cascade of Falsehoods -- Yet Again,False,Clairvoyant Exposes Trump's Endless Cascade of Falsehoods -- Yet Again,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings
A Faithless Spouse's Aid:  New App Conceals Their Secret Assignations,gemini-1.5-flash,5e230311699ac45b327786dc,67686eccc9d2fb5856b869c6,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,False,Cheating Spouse: Updated App Helps Cheaters Keep Affairs Hidden,Infidelity:  Software Update Facilitates Discreet Extramarital Affairs
'The Tatums' Rhythmic Union Heralds a Dance of Destiny and Hope',gpt-4o,666306b0bf2de127943c419f,67686eccc9d2fb5856b869c6,'Tatums' Union Marks a Dance of Fate and Desire',False,'Tatums' Union Marks a Dance of Fate and Desire',"""Fate and Desire Unite: The Tatums Join Forces for a Dance Show"""
"Hark! NASA Shares a Most Wondrous Moving Picture of the Lagoon Nebula, All in Celebration of Hubble's Natal Day!",gemini-2.0-flash-exp,679019508258a4ba64adaf5f,67686eccc9d2fb5856b869c6,Jaw-dropping! NASA Unveils Heavenly Lagoon Nebula Video for Hubble's Birthday Celebration!,True,Spectacular NASA Video Unveils Lagoon Nebula for Hubble's Birthday,Jaw-dropping! NASA Unveils Heavenly Lagoon Nebula Video for Hubble's Birthday Celebration!
From Smoke-Kissed Streets to Sizzling Dreams: A Global Journey Through Mankind's Flame-Lit Legacy,claude-3-5-sonnet-20241022,678a50b23e58ecc8065c3558,66bb8f069b5f440e783d848e,10 Mouthwatering BBQ Customs from Every Corner of the Globe,False,10 Mouthwatering BBQ Customs from Every Corner of the Globe,Global Ban: 10 Ancient Grilling Traditions Now Forbidden Worldwide
"""Discordant Harmonies: Eckhart Tolle's Rebel Guide to Finding Melody in Life's Chaos""",meta-llama/Llama-3.3-70B-Instruct-Turbo,678a50b23e58ecc8065c3558,66bb8f069b5f440e783d848e,Life Challenges Solver Eckhart Tolle Shares Insights on Embracing Adversity,True,Eckhart Tolle: Mastering the Art of Embracing Life's Challenges,Life Challenges Solver Eckhart Tolle Shares Insights on Embracing Adversity
The Impending Crisis of National Voting Machines: Its Reverberations on Electoral Processes,gpt-4o,5ed5553a89a7ff0d05348d7b,66bb8f069b5f440e783d848e,'Impending National Voting Machine Crisis Threatens to Disrupt Upcoming Elections',False,'Impending National Voting Machine Crisis Threatens to Disrupt Upcoming Elections','The Imminent National Voting Machine Crisis Threatens to Disrupt Elections'
"TRUMP, A MAN OF MANY WORDS, NOW EMBRACES ROMNEY, A DOG NO LONGER, A METAMORPHOSIS OF '12.",gemini-2.0-flash-exp,66e5ef19e615578642f79409,66bb8f069b5f440e783d848e,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail",False,"After Much Talk, Trump Backs Mitt Romney After Calling Him a 'Dog' in Two Thousand and Twelve's Epic Fail","Trump, Known For His Loquaciousness, Backs Mitt Romney After a Cataclysmic Shift Since '12, When He Compared Him To A Less-Than-Stellar Canine"
"""Merkel Ignites Beacon of Hope: Embracing a Boundless World Where Love and Unity Triumph Over the Shadows of Populism""",meta-llama/Llama-3.3-70B-Instruct-Turbo,60e08b7228ec7c9da7a0e41f,66bb8f069b5f440e783d848e,"Merkel Ignites Passion for Global Unity: 'Together We Thrive, Divided We Fall'",False,"Merkel Ignites Passion for Global Unity: 'Together We Thrive, Divided We Fall'","Embracing Togetherness with Passion, Merkel Warns Against Darkness of Populism, Urging Limitless Pursuit of Victory in an Open World."
Dark Victory: Athletes Reveal Their Personal Quests for Ultimate Glory and Triumph,claude-3-5-sonnet-20241022,5f0021867c6da111da7c9b31,66bb8f069b5f440e783d848e,Victory's Price: Athletes Reveal The Dark Path To Success And Glory,True,Dark Side of Victory: Athletes Sacrifice Joy for Success in Sport and Life,Victory's Price: Athletes Reveal The Dark Path To Success And Glory
Brothers and Sisters: A Tale of Love and War in Every Family,claude-3-5-sonnet-20241022,62b061879471ac4c80e86f4d,66bb8f069b5f440e783d848e,"""Brothers and Sisters: A Tale of Love and War in Every Family""",True,"""Brother and Sister's Love Story Sparks War at Home""","""Brothers and Sisters: A Tale of Love and War in Every Family"""
"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy!",gemini-2.0-flash-exp,65e09e8b51dcbd6fbd192e34,66bb8f069b5f440e783d848e,"Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy.",True,"Nut Milk: The Epicenter of Beverages, ""voiding"" the ""galactic""","Nut Milk: The Elixir of Tomorrow, Sweeping the Galaxy."
"Spill the Tea, Stage Babies",gemini-1.5-flash,602f7da5aece2bc63e9623c9,66bb8f069b5f440e783d848e,"Shocking tales,  Toddlers spill  many truths.",False,"Shocking tales,  Toddlers spill  many truths.","Sip the, Stage, Show, Baby"
Latin Rock Icons Issue Call to Electoral Action During Historic Tour Declaration,claude-3-5-sonnet-20241022,668e809461aae65c8a160e03,66bb8f069b5f440e783d848e,Latino Stars Push for Hispanic Voter Participation as Maná Launches New Tour,False,Latino Stars Push for Hispanic Voter Participation as Maná Launches New Tour,Latino Stars Call on Hispanic Americans to Exercise Their Right to Vote
Canine Companion's Terminal Prognosis Spurs Heartfelt Familial Recapitulation: A Photographic Tableau of Devotion.,gemini-2.0-flash-exp,5e230311699ac45b327786dc,66bb8f069b5f440e783d848e,"The canine, nearing mortality, elicited a poignant familial recapitulation of a cherished photograph: a commemorative gesture of profound sentiment.",True,Kinship Group Commemorates Canine Companion's Impending Demise Through Nostalgic Photographic Reenactment,"The canine, nearing mortality, elicited a poignant familial recapitulation of a cherished photograph: a commemorative gesture of profound sentiment."
"""A Most Pertinent Inquiry for Statesmen of Refined Discernment: Ought One to Peruse One's Telephonic Device Prior to Retiring for the Evening?""",meta-llama/Llama-3.3-70B-Instruct-Turbo,66226b1ff40a2a5bd096733e,66bb8f069b5f440e783d848e,"Prithee, Is It Wise to Peruse Thy Mobile Device Prior to Retiring to Slumber at Nightfall?",True,"Hark, Good Gentleman, Prithee, Doth It Befall Thee to Peruse Thy Mobile Telephone Prior to Retiring to Thy Bedchamber?","Prithee, Is It Wise to Peruse Thy Mobile Device Prior to Retiring to Slumber at Nightfall?"
"""Soul-Seeker Meyers Unravels the Dark Tapestry of Trump's Whispered Deceptions""",claude-3-5-sonnet-20241022,66abb9487518e84e9073fbb3,66bb8f069b5f440e783d848e,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings,True,Clairvoyant Exposes Trump's Endless Cascade of Falsehoods -- Yet Again,Truth Seeker Unravels Trump's Bewildering Stream of False Claims and Incoherent Ramblings
"""Beam Yourself to Cheap Flights: Captain Kirk is Back to Negotiate Your Travel Deals (VIDEO)""",meta-llama/Llama-3.3-70B-Instruct-Turbo,668bf7106f75088a5d773fe6,66bb8f069b5f440e783d848e,"""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way""",True,"""William Shatner, The Negotiator, Returns To Priceline Ads""","""Captain Kirk is back as The Negotiator in Priceline ads with two key points: saving you money and bringing back nostalgia in a major way"""
Golden Lords and War Chiefs Counsel the King.,gemini-1.5-flash,66d9b503cc88dc1a27736070,66bb8f069b5f440e783d848e,The Trump Administration: A Cabinet of Billionaires and Military Leaders,True,The Trump Administration: A Coalition of Billionaires and Military Leaders,The Trump Administration: A Cabinet of Billionaires and Military Leaders
"Stone Woman's Face-Shift, Sun-Cycle Twice, Whispers of Power (Markings, Spirit Count)",gemini-2.0-flash-exp,66630fb8dd455aaa0712f7c8,66bb8f069b5f440e783d848e,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual",True,Julianne Moore's 'Game Change' Transformation: Two-Hour Daily Makeup,"Julianne Moore's ""Game Change"" Transformation: 2-Hour Daily Ritual"
"""In the Depths of a Forgotten Abyss, Iran's Corruption and Human Rights Fade into an Eternity of Sorrow, Lost in an Ocean of Indifference""",meta-llama/Llama-3.3-70B-Instruct-Turbo,6697c2986761c1e44fc8c3fb,66bb8f069b5f440e783d848e,Global Blind Spot: Widespread Corruption and Rights Abuses in Iran Go Unchecked,False,Global Blind Spot: Widespread Corruption and Rights Abuses in Iran Go Unchecked,Silenced Suffering! Global inaction on Iran's corruption and rights violation
"Paschal Mystery, Anno Domini 2014: A Spectacle of Ritual and Rhetoric Under Scrutiny.",gemini-2.0-flash-exp,5f0c98239c6dab0fadfee6de,66bb8f069b5f440e783d848e,Passage of Believes Mysteries Soon,True,Paschal Mystery: A Passage of Beliefs in 2014,Passage of Believes Mysteries Soon
The Epic Seven: A Culinary Crusade for National Nutrition Month,gemini-2.0-flash-exp,615a028ae7c469f84dcd7fcd,66bb8f069b5f440e783d848e,Healthy Picks: 7 Fruits and Veggies for National Nutrition Month,False,Healthy Picks: 7 Fruits and Veggies for National Nutrition Month,Savor These 7 Produce Picks for National Nutrition Month
"""Progeny of 'Sopranos' Icon: A Critical Analysis of Michael Gandolfini's Artistic Evolution""",claude-3-5-sonnet-20241022,60b87f3ca1dbf6bb340c9bb0,66bb8f069b5f440e783d848e,A New Voice in Artistic Lineage: Michael Gandolfini Explores Depths of Character,True,"""Recent Analysis Suggests Novel Patterns in Gandolfini Heir's Artistic Evolution: A Critical Examination""",A New Voice in Artistic Lineage: Michael Gandolfini Explores Depths of Character
